GiniIncomeClass,GiniSendClass,GiniIncomeValue,GiniSendValue,totNumTransaction,inNumTransaction,outNumTransaction,paying,paid,numberAddressesPaidAfterTheyPaid,lifeAddress,activityDay,frequentUse,moreTransaction,inPerCent,mediaIncomeV,mediaSendV,devStandardIncomeV,devStandardSendV,varianzaSendV,varianzaIncomeV,totalSendBTC,totalIncomeBTC,totalSendUSD,totalIncomeUSD,maxNumTransRec,maxDiffDay,minResponsiveness,avgResponsiveness,maxResponsiveness,rangoCluster,type
92.40,88.00,33.64,46.60,77,62,15,26,21,0,704,703,FALSO,FALSO,80.52,101941760.00,421359136.00,96365303.12,352302465.70,124117030000000000.00,226144494000000000.00,6320387364,6320387364,1631.42,984.67,5,1204048274,2391.00,4981760.00,36407349.00,8,N
96.60,0.00,44.61,0.00,48,47,1,38,1,0,29,28,FALSO,FALSO,97.92,179148960.00,8419999700.00,232517942.82,0.00,0.00,67911626000000000000.00,8420000000,8420000000,0.00,80.75,4,7051000000,2551.00,2551.00,2551.00,1,N
99.43,0.00,19.32,0.00,180,179,1,160,2,0,147,147,FALSO,VERO,99.44,8145669.00,642000580.00,2803981.24,0.00,0.00,401772063000000000.00,642000553,1458075125,0.00,224.34,11,617965489,10364.00,10364.00,10364.00,3,N
95.62,90.28,42.32,55.77,761,749,12,311,14,0,92,91,FALSO,VERO,98.42,18120158.00,1130999940.00,18868640.78,1207207303.44,1457349610000000000.00,2695850780000000000.00,13572000000,13572000000,285.83,166.06,16,3651000000,639.00,21256.00,167420.00,14,N
87.54,0.00,5.18,0.00,35,34,1,12,1,0,1366,1358,FALSO,FALSO,97.14,9559929.00,100000000.00,1613972.09,0.00,0.00,8179406600000000.00,100000000,325037573,0.00,37.64,1,96000000,5624.00,5624.00,5624.00,3,N
96.77,66.67,32.05,28.01,34,31,3,29,3,0,1054,918,FALSO,FALSO,91.18,3817033.50,38474596.00,2185949.78,21410228.11,458397867000000.00,1659544760000000.00,115423795,118328042,150.13,29.68,7,56960003,433559.00,23013877.00,45594196.00,2,N
81.52,0.00,74.67,0.00,221,220,1,112,1,0,139,138,FALSO,VERO,99.55,11076126.00,2436747520.00,29811575.31,0.00,0.00,5883882000000000000.00,2436747451,2436747451,0.00,315.31,27,2436747451,584532.00,584532.00,584532.00,1,N
97.69,86.11,52.35,51.85,65,53,12,50,14,0,118,116,FALSO,FALSO,81.54,292763776.00,1293040260.00,337774233.38,1278662862.64,1634978740000000000.00,2635531570000000000.00,15516482000,15516482000,1835.23,2109.44,5,4400000000,2424.00,46819.00,247839.00,15,N
96.50,94.90,18.85,60.17,237,214,23,35,21,1,905,852,FALSO,VERO,90.30,106849976.00,994169470.00,90736382.61,1129182093.54,1275052230000000000.00,2062388050000000000.00,22865897435,22865897435,15563.93,4943.21,4,7041908934,341.00,743948.00,6404408.00,19,N
98.37,89.26,50.21,72.86,113,102,11,69,11,0,1137,1126,FALSO,VERO,90.27,111931320.00,1034291970.00,169354053.68,1691009605.06,2859513630000000000.00,3710262680000000000.00,11377212073,11416995208,12172.88,1687.13,4,9001001917,9570.00,2043800.00,11826552.00,6,N
99.44,97.44,89.16,83.27,252,211,41,168,67,5,2118,2118,FALSO,VERO,83.73,98785856.00,461775552.00,452666561.84,1288287028.02,1659683390000000000.00,1791444740000000000.00,18932797688,20843814194,17870.67,3303.07,10,6291190000,0.00,136173.00,415933.00,13,N
98.96,96.96,31.82,30.50,210,139,71,90,51,0,84,66,FALSO,VERO,66.19,725920510.00,1421168900.00,439121179.66,1171071768.35,1371409170000000000.00,1854779360000000000.00,100903000000,100903000000,1232.14,1330.61,12,9489000000,0.00,24988.00,119532.00,12,N
84.70,91.76,80.92,78.74,210,151,59,150,56,14,763,610,FALSO,VERO,71.90,13084567.00,33485820.00,38348771.85,79885638.49,6381716300000000.00,6797925000000000.00,1975663600,1975770000,65.71,17.99,44,157000000,0.00,467822.00,9738583.00,34,N
82.21,94.00,58.23,55.22,105,85,20,61,28,3,28,27,FALSO,VERO,80.95,101493162000.00,431346057000.00,151252113023.17,449653465528.46,202188280000000000000000.00,310991170000000000000000.00,8626921000000,8626921000000,601825.43,261132.39,31,6031632000000,0.00,4575.00,13483.00,19,N
96.43,85.71,21.99,32.31,35,28,7,28,1,0,9,4,FALSO,FALSO,80.00,255392816.00,1021571460.00,99116936.45,656146055.87,430527625000000000.00,1017557330000000000.00,7151000000,7151000000,111.38,101.47,7,1497000000,4774.00,19168.00,54156.00,1,N
88.89,89.95,34.15,34.50,89,48,41,37,40,0,508,401,FALSO,FALSO,53.93,185416640.00,217073136.00,172583534.52,187946458.67,35323872600000000.00,36326009000000000.00,8900000000,8900000000,1037.35,1069.95,3,1001000000,571.00,28634.00,264957.00,4,N
96.27,87.50,16.40,80.11,94,86,8,84,14,0,1154,1012,FALSO,FALSO,91.49,6238107.50,67059664.00,1962206.06,158217787.58,25032869000000000.00,28732128600000000.00,536477282,536477282,769.28,110.24,9,485560715,1750.00,16728090.00,57003610.00,6,N
97.61,93.83,74.54,60.75,82,64,18,56,22,0,74,71,FALSO,FALSO,78.05,434980576.00,1546597500.00,1239591040.08,2355367658.13,5547755800000000000.00,6783448000000000000.00,27838755367,27838755367,2507.51,2770.16,14,14485351844,0.00,185336.00,846670.00,14,N
98.37,90.00,34.20,40.76,77,67,10,64,11,1,971,969,FALSO,FALSO,87.01,54350200.00,363891712.00,32982166.32,283407614.66,80319874000000000.00,176135819000000000.00,3638917002,3641463179,6988.83,516.90,8,1002053823,3620.00,460227.00,3424949.00,6,N
97.25,90.19,90.27,67.93,462,404,58,345,31,2,2276,2203,FALSO,VERO,87.45,4297853.00,29137338.00,27748089.84,105903498.79,11215543700000000.00,11832550100000000.00,1689965446,1736334698,7065.88,4859.96,7,824000000,134.00,1292085.00,26685565.00,14,N
96.74,86.42,35.76,48.65,109,100,9,100,9,0,1968,1967,FALSO,VERO,91.74,221055808.00,2456175870.00,145237340.01,2277692415.58,5187882900000000000.00,10183645000000000000.00,22105586001,22105586001,35461.25,690.89,2,7517864945,10904.00,5610043.00,27492421.00,6,N
97.46,77.78,51.91,43.19,69,63,6,38,5,2,769,768,FALSO,FALSO,91.30,992975300.00,10426240000.00,1688608083.16,8199753783.14,67235963000000000000.00,156222460000000000000.00,62557444081,62557444081,27510.69,4405.34,4,23745000000,1158.00,2792557.00,13882873.00,16,N
95.12,96.11,61.10,74.57,1019,898,121,827,56,0,600,420,FALSO,VERO,88.13,43546112.00,323178048.00,71858934.69,791858638.15,627040070000000000.00,705234180000000000.00,39104576915,39104576915,2832.81,3277.31,8,7003860620,0.00,9551.00,90857.00,52,N
92.37,69.42,39.26,33.96,133,122,11,93,5,0,1005,1004,FALSO,VERO,91.73,9530597.00,105702984.00,7555414.46,66528468.49,4426036810000000.00,13675166200000000.00,1162732891,1162732891,1604.49,44.20,7,199000000,0.00,8379544.00,50047699.00,3,N
97.44,88.89,40.69,42.62,48,39,9,17,13,0,1242,1035,FALSO,FALSO,81.25,520466688.00,2255355650.00,435672091.49,1754886821.72,3079627620000000000.00,6089467000000000000.00,20298201811,20298201811,42875.37,27482.36,2,6132000000,2444.00,6740122.00,46540641.00,6,N
99.17,83.33,37.01,48.98,166,160,6,129,10,2,928,928,FALSO,VERO,96.39,11779043.00,288513440.00,12926304.30,257474905.87,66293323000000000.00,142875248000000000.00,1731080667,1884647613,1319.85,221.27,9,703080192,462379.00,15977927.00,31794162.00,7,N
99.70,99.60,78.27,83.13,2129,1777,352,1305,457,35,1180,916,FALSO,VERO,83.47,1219673470.00,6157266900.00,7858418203.13,20052312174.83,402095060000000000000.00,426475260000000000000.00,2167358451774,2167358451774,224935.92,137665.31,22,202315000000,0.00,46441.00,2503521.00,80,N
92.82,93.06,76.09,61.79,86,62,24,43,36,3,1073,1073,FALSO,FALSO,72.09,46284844.00,106458336.00,103088661.93,130082979.66,16921583800000000.00,20542431300000000.00,2555000000,2869660522,1495.13,177.20,15,1092000000,0.00,6925932.00,52988761.00,13,N
96.63,97.83,81.58,89.30,846,679,167,660,194,11,1964,1963,FALSO,VERO,80.26,11563952100.00,47017435000.00,29183250925.19,142553274390.07,20321440000000000000000.00,21578378000000000000000.00,7851913797172,7851913797172,29438.69,17866.28,15,970000000000,0.00,113364.00,4447431.00,23,N
92.25,88.89,84.89,74.25,32,23,9,23,11,0,2353,2353,FALSO,FALSO,71.88,94417656.00,181635248.00,230386909.67,313331244.09,98176467000000000.00,105783378000000000.00,1634717211,2171605848,5205.53,56.18,5,1000000000,122829.00,1885294.00,4845644.00,5,N
92.59,80.00,72.66,46.36,41,36,5,36,3,1,2284,1971,FALSO,FALSO,87.80,13877724.00,97873184.00,27066087.14,83683201.66,7002878100000000.00,14058117300000000.00,489365955,499598072,478.08,282.94,3,285050000,7947.00,1428721.00,5643773.00,5,N
85.27,91.84,46.93,66.61,165,151,14,149,14,0,935,934,FALSO,VERO,91.52,137254512.00,1240133890.00,503720990.58,1735451793.42,3011792970000000000.00,4228135960000000000.00,17361875837,20725439652,53748.09,7723.79,3,3000000000,1295.00,2197375.00,14418652.00,4,N
60.79,62.50,80.01,19.24,101,97,4,97,1,0,930,929,FALSO,VERO,96.04,9298969.00,225500000.00,24718274.72,82162947.85,6750750700000000.00,53493633000000000.00,902000000,902000000,8541.25,100.37,15,902000000,64889183.00,64889183.00,64889183.00,2,N
91.86,50.00,28.18,33.86,91,89,2,89,2,0,6,6,FALSO,FALSO,97.80,12685393.00,238500000.00,6971201.72,161500000.00,26082249800000000.00,77074485000000000.00,477000000,1129000000,4.29,10.05,19,136000000,5150.00,5394.00,5638.00,1,N
95.75,94.12,40.29,50.02,44,27,17,27,17,0,40,8,FALSO,FALSO,61.36,175740752.00,279117664.00,151194405.54,329261713.55,108413281000000000.00,119100062000000000.00,4745000000,4745000000,386.17,283.51,3,1098000000,0.00,13266.00,150478.00,3,N
99.57,93.86,64.97,75.06,559,513,46,183,50,2,602,181,FALSO,VERO,91.77,443155264.00,4942138900.00,1344336921.90,8573506390.48,73505004000000000000.00,93745870000000000000.00,227338342861,227338682861,7418.14,11350.81,20,58633342861,0.00,238189.00,5928453.00,22,N
97.61,91.35,68.70,61.35,121,104,17,29,13,0,144,120,FALSO,VERO,85.95,180095552.00,1101761150.00,464068077.74,1275813865.36,1627700800000000000.00,2477168640000000000.00,18729938529,18729938529,1741.75,2512.27,13,3501734137,8016.00,158617.00,494177.00,20,N
96.99,0.00,44.71,0.00,105,104,1,8,0,0,18,18,FALSO,VERO,99.05,55385472.00,0.00,45959771.23,0.00,0.00,3067550470000000.00,0,5760089374,0.00,954.28,14,0,9223372036854780000.00,0.00,-9223372036854780000.00,1,N
99.45,98.58,74.24,80.27,413,339,74,273,93,2,991,749,FALSO,VERO,82.08,64641548.00,296128256.00,324111307.53,854098355.27,729483980000000000.00,783069910000000000.00,21913492270,21913492270,3285.74,2797.67,8,5206279018,0.00,231144.00,6258198.00,19,N
96.97,92.44,37.73,37.37,79,64,15,12,15,0,1224,130,FALSO,FALSO,81.01,283569440.00,1209896450.00,195685562.72,881721448.96,777432650000000000.00,1635514750000000000.00,18148446810,18148447810,1882.67,2309.20,3,3680000000,3128.00,180618.00,1198272.00,10,N
99.05,99.31,52.94,48.10,811,616,195,586,190,1,2146,1883,FALSO,VERO,75.96,46272636.00,146174096.00,71241952.37,153128570.66,23448358900000000.00,33428666800000000.00,28503950076,28503950076,2616.43,2454.76,5,1147000000,0.00,363277.00,67251994.00,37,N
96.79,93.62,56.45,51.71,83,55,28,53,35,0,28,26,FALSO,FALSO,66.27,129618160.00,254607120.00,145268587.53,266369952.23,70952937000000000.00,86575211000000000.00,7129000000,7129000000,425.21,391.02,14,1090000000,0.00,18097.00,71553.00,26,N
99.31,85.71,16.85,25.24,152,145,7,116,7,0,304,296,FALSO,VERO,95.39,11345434.00,235012560.00,3628842.17,108533125.71,11779439600000000.00,61806413000000000.00,1645087868,1645087868,76.86,121.63,7,410687994,12001.00,143638.00,550467.00,3,N
95.27,75.00,62.51,42.41,27,23,4,23,6,0,907,690,FALSO,FALSO,85.19,122380864.00,703189950.00,252718246.51,535352057.97,286601828000000000.00,623941100000000000.00,2812760000,2814760000,5076.40,419.88,2,1401000000,70362.00,2108830.00,6718471.00,3,N
95.54,90.63,64.35,47.32,71,55,16,53,21,0,835,760,FALSO,FALSO,77.46,437305728.00,1503238270.00,558942293.65,1330804603.59,1771040970000000000.00,2907253050000000000.00,24051813274,24051813274,815.08,453.72,6,5124000000,4675.00,5852087.00,52526454.00,5,N
99.24,97.85,63.43,77.24,264,212,52,147,42,7,176,145,FALSO,VERO,80.30,816977600.00,3330755330.00,2644030577.15,8019700786.81,64315607000000000000.00,70634694000000000000.00,173199300000,173199300000,4499.27,2985.50,9,83439000000,0.00,76166.00,529623.00,16,N
97.13,93.33,54.77,53.16,64,49,15,49,18,1,552,549,FALSO,FALSO,76.56,85692808.00,279929824.00,86578134.60,291410201.68,84919913000000000.00,122647919000000000.00,4198947227,4198947227,449.07,596.26,5,1795947227,0.00,4047187.00,44161464.00,10,N
97.68,97.98,67.30,56.46,220,159,61,158,92,7,168,164,FALSO,VERO,72.27,105426864.00,274801056.00,231616948.67,461308735.85,212805751000000000.00,241493367000000000.00,16762864518,16762864523,1105.02,1179.46,33,1025000000,0.00,60555.00,1530928.00,22,N
98.56,98.92,80.89,81.90,27190,20314,6876,17802,7103,140,2525,2390,VERO,VERO,74.71,188392896.00,556552960.00,4458296420.29,7681861476.43,59011937000000000000.00,59146557000000000000.00,3826838988941,3826930120621,426971.23,363209.82,913,586484000000,0.00,2523.00,311149.00,698,N
97.62,97.22,41.76,33.35,80,44,36,44,11,2,684,473,FALSO,FALSO,55.00,1551992960.00,1896880260.00,1169912276.89,1135752107.89,1289932750000000000.00,1408880390000000000.00,68287702201,68287702201,6295.48,5337.77,2,3300000000,2351.00,21694.00,221244.00,15,N
97.98,90.28,52.88,55.39,656,644,12,596,5,0,811,811,FALSO,VERO,98.17,158137088.00,8486586400.00,1026320638.62,8879725190.93,78849515000000000000.00,148212600000000000000.00,101839041104,101840175251,19910.00,8811.70,21,27401200000,14999.00,130116.00,681851.00,5,N
94.95,93.33,36.33,38.61,48,33,15,32,15,0,631,616,FALSO,FALSO,68.75,175075744.00,385166656.00,122264871.51,291986790.31,85256278000000000.00,129394497000000000.00,5777500000,5777500000,839.30,660.08,2,819000000,0.00,1719282.00,25682828.00,6,N
92.76,62.50,15.58,66.79,112,108,4,67,3,0,967,966,FALSO,VERO,96.43,93207304.00,2516597250.00,34164422.86,3756874668.19,14114108000000000000.00,19986925000000000000.00,10066388355,10066388355,140.87,197.94,4,9016000000,12769.00,20198941.00,60129055.00,8,N
98.94,92.59,68.44,58.82,185,167,18,64,13,0,1062,1062,FALSO,VERO,90.27,65526852.00,607673220.00,116831183.83,874017353.62,763906390000000000.00,1057829140000000000.00,10938118558,10942983684,51372.75,8636.85,10,3907000000,0.00,1484250.00,10881351.00,23,N
99.33,97.47,70.75,68.58,1111,1029,82,902,88,0,1609,1594,FALSO,VERO,92.62,83884320.00,1052012350.00,212183676.20,1677348220.71,2813496050000000000.00,3750768960000000000.00,86265042701,86317060753,10162.87,5487.72,11,8534443623,150.00,117119.00,7609185.00,42,N
96.88,97.55,43.27,62.11,243,173,70,168,89,2,353,351,FALSO,VERO,71.19,483044160.00,1193809660.00,400820310.96,1643979249.76,2702667480000000000.00,3207855410000000000.00,83566671566,83566671566,6721.88,5889.95,9,9902118968,384.00,87317.00,491362.00,34,N
97.29,95.00,63.98,73.34,69,49,20,49,7,0,1659,85,FALSO,FALSO,71.01,255216848.00,625281220.00,345661444.06,1040122614.70,1081855120000000000.00,1218803140000000000.00,12505624079,12505624079,12590.44,1491.49,2,2900000000,2285.00,28628.00,97824.00,2,N
78.34,92.39,16.91,26.00,222,188,34,171,3,0,689,676,FALSO,VERO,84.68,121138120.00,669823620.00,62859114.81,315059602.59,99262570000000000.00,400318234000000000.00,22774000000,22774000000,2865.20,1842.90,3,2736000000,1223.00,379211.00,4832775.00,18,N
94.33,95.27,77.36,73.72,107,84,23,84,8,1,1957,689,FALSO,VERO,78.50,5997994.50,21905724.00,26218908.01,47569144.42,2262823380000000.00,2515879100000000.00,503831564,503831564,797.77,582.70,2,223100000,8723.00,699227.00,10213254.00,10,N
99.84,98.43,56.32,56.81,978,904,74,835,110,1,1442,1437,FALSO,VERO,92.43,440536480.00,5381661700.00,610724368.19,7018687419.21,49261974000000000000.00,73676700000000000000.00,398243040940,398245142356,53373.58,33489.50,11,46523572157,0.00,44620.00,254674.00,23,N
98.21,98.86,88.02,89.29,4478,2718,1760,1675,1751,127,1477,1396,VERO,VERO,60.70,553048510.00,854026430.00,2058261034.78,3305437514.41,10925920000000000000.00,11016508000000000000.00,1503083552473,1503179627851,44415.23,25227.95,100,91425000000,0.00,9489.00,214149.00,190,N
98.12,93.40,53.79,66.40,167,143,24,113,38,0,1056,1054,FALSO,VERO,85.63,42851432.00,255323088.00,46620965.07,357016417.63,127460705000000000.00,172604909000000000.00,6127753763,6127753763,4619.79,475.14,10,995404652,0.00,311916.00,4050647.00,16,N
95.71,83.33,32.78,37.50,152,146,6,143,5,0,653,652,FALSO,VERO,96.05,72465776.00,1763333250.00,103444724.20,1172334923.21,1374369060000000000.00,4233402340000000000.00,10580000000,10580000000,2109.39,1171.94,10,3863000000,14894.00,5768305.00,22928019.00,8,N
98.67,91.84,48.57,21.81,103,75,28,74,29,0,203,178,FALSO,VERO,72.82,110780632.00,296733984.00,121106288.16,144474556.53,20872892500000000.00,55451537000000000.00,8308550525,8308550525,1077.78,996.10,2,701000000,0.00,195388.00,4140688.00,20,N
93.20,91.84,70.67,48.39,197,183,14,54,13,0,2280,2258,FALSO,VERO,92.89,28311470.00,369999968.00,51217911.96,428300120.78,183440991000000000.00,300192066000000000.00,5180000000,5181000001,877.51,560.86,34,1534000000,130.00,4050863.00,56438194.00,4,N
87.67,91.12,33.45,51.01,51,38,13,35,15,0,113,112,FALSO,FALSO,74.51,118631576.00,346538464.00,123803204.61,426295281.89,181727660000000000.00,233669225000000000.00,4505000000,4508000000,486.93,679.68,3,905000000,1566.00,31709.00,131377.00,9,N
87.62,97.54,79.95,75.05,1586,1438,148,706,117,6,2326,2326,FALSO,VERO,90.67,59952200.00,582511100.00,194210976.16,1376023015.84,1893439840000000000.00,2166509050000000000.00,86211663863,86212177691,169065.29,82589.80,12,11500000000,0.00,558350.00,38343775.00,77,N
88.52,85.80,14.35,35.15,46,28,18,7,19,3,133,132,FALSO,FALSO,60.87,260535728.00,388611136.00,94300235.62,362014165.32,131054244000000000.00,147457600000000000.00,6995000000,7295000000,436.27,302.19,2,1671000000,0.00,235575.00,2747527.00,8,N
98.48,96.95,65.66,89.19,120,82,38,81,45,1,2265,2265,FALSO,VERO,68.33,169413920.00,362057408.00,435213075.98,1327116841.10,1761239090000000000.00,1798350770000000000.00,13758184776,13891941242,4796.86,819.71,6,8299692418,4637.00,651047.00,8475266.00,10,N
92.57,84.38,12.48,63.90,47,39,8,9,7,2,2150,2149,FALSO,FALSO,82.98,94442008.00,460404864.00,29260039.84,618817238.79,382934783000000000.00,516863580000000000.00,3683238853,3683238853,32907.57,1354.67,2,1961707779,45630.00,498679.00,2146067.00,6,N
94.78,92.97,43.22,41.44,37,21,16,21,18,2,28,12,FALSO,FALSO,56.76,589619010.00,773874940.00,460007308.94,620238348.84,384695616000000000.00,418645924000000000.00,12382000000,12382000000,1845.87,1828.26,3,1680000000,404.00,6046.00,17893.00,5,N
96.95,95.36,49.09,42.59,101,76,25,64,28,0,87,66,FALSO,VERO,75.25,97607280.00,296726176.00,106200735.14,232697857.31,54148293000000000.00,93796631000000000.00,7418154433,7418154433,1220.37,1142.86,5,710536897,0.00,29473.00,147951.00,15,N
99.24,90.28,48.60,45.77,211,199,12,187,12,0,120,118,FALSO,VERO,94.31,231212000.00,3834265860.00,219364302.41,3117295205.07,9717529000000000000.00,22699528000000000000.00,46011194239,46011194239,6914.59,5288.11,12,8183000000,4769.00,90965.00,685354.00,16,N
96.71,86.73,50.10,79.28,51,37,14,11,11,1,904,903,FALSO,FALSO,72.55,370541248.00,979287740.00,372142802.25,1908186896.06,3641177340000000000.00,4011748770000000000.00,13710026180,13710026180,1580.39,2238.69,5,6703000000,0.00,1688923.00,14395648.00,16,N
95.99,96.82,89.33,84.31,202,150,52,137,65,6,1432,254,FALSO,VERO,74.26,7713449000.00,22250334200.00,29344766432.21,51298188983.64,2631504500000000000000.00,2842825500000000000000.00,1157017547000,1157017547000,8162.57,8286.73,5,200000000000,0.00,224712.00,3721274.00,36,N
71.89,66.67,70.49,16.34,29,26,3,26,3,0,55,54,FALSO,FALSO,89.66,16038462.00,136000000.00,25364239.31,45372532.07,2058666540000000.00,16449437000000000.00,408000000,417000000,95.35,58.22,2,108000000,1999.00,4172.00,7479.00,5,N
98.57,94.78,33.82,57.27,118,97,21,97,27,0,150,145,FALSO,VERO,82.20,124184768.00,573615360.00,134411639.59,693328867.53,480704800000000000.00,682692680000000000.00,12045921991,12045921991,1360.31,1015.92,3,2472000000,782.00,69475.00,486504.00,8,N
84.93,89.51,69.09,83.03,174,156,18,152,11,1,1150,1147,FALSO,VERO,89.66,9935562.00,78662504.00,19337025.95,234926641.97,55190536000000000.00,59913918000000000.00,1415925148,1549949693,122.67,243.02,10,1019013409,173.00,10267.00,49119.00,9,N
99.24,90.28,48.60,45.72,211,199,12,187,13,0,120,118,FALSO,VERO,94.31,231212000.00,3834266370.00,219364302.41,3113439051.97,9693502000000000000.00,22675503000000000000.00,46011194239,46011194239,6911.15,5288.11,12,8154000000,4769.00,90965.00,685354.00,15,N
98.39,92.71,56.27,64.89,178,154,24,115,29,1,1089,1086,FALSO,VERO,86.52,39089340.00,250823248.00,45285455.02,337486047.98,113896838000000000.00,158728058000000000.00,6019756724,6019756724,9918.31,497.51,10,994404652,0.00,353694.00,5035579.00,25,N
